12098,00018,스태프 오브 네이쳐스 시어, = ,15407, ,상급 시어의 지팡이, ( ? 개 ), + ,18308, ,네이쳐스 시어의 비밀인장, ( ? 개 ), + ,06475, ,연녹색 금속판, ( ? 개 ), + ,12426, ,베릴라이트 괴, ( ? 개 ), + ,15214, ,지식의 두루마리, ( ? 개 ),,,,,
12099, [ 12440 ] ,이끼 샐러드, = ,03427, ,마른 이끼, ( 2 개 ), + ,03428, ,얼어붙은 이끼, ( 2 개 ), + ,06462, ,유독성 이끼, ( 1 개 ), + ,03376, ,우유, ( 3 개 ), + ,06363, ,설탕, ( 2 개 ),,,,,
12100,21087,하트풀 핑크 프릴 팬티-로렐, = ,18334, ,하트풀 핑크 프릴 팬티, ( ? 개 ), + ,12422, ,화령의 향수, ( ? 개 ), + ,18161, ,막장액, ( ? 개 ), + ,06452, ,분홍색 모래, ( 8 개 ), + ,15424, ,무지개 엑토플라즘, ( ? 개 ),,,,,
12101,24053,대적자 - 펠타누스, = ,24047, ,왼쪽의 대적자 조각, ( ? 개 ), + ,24048, ,오른쪽의 대적자 조각, ( ? 개 ), + ,24049, ,아래쪽의 대적자 조각, ( ? 개 ), + ,24050, ,위쪽의 대적자 조각, ( ? 개 ), + ,24051, ,가운데의 대적자 조각, ( ? 개 ),,,,,
12102,24052,, = ,24042, ,태양 조각, ( ? 개 ), + ,24043, ,태양 조각, ( ? 개 ), + ,24044, ,노란색 태양 조각, ( ? 개 ), + ,24045, ,태양 조각, ( ? 개 ), + ,24046, ,태양 조각, ( ? 개 ),,,,,
12103,18482,, = ,15171, ,초 합금판, ( ? 개 ), + ,15503, ,트라늄 괴, ( ? 개 ), + ,09537, ,실리콘 덩어리, ( ? 개 ), + ,06506, ,엘레늄 괴, ( ? 개 ), + ,15241, ,미네랄 크리스탈, ( ? 개 ),,,,,
12104,18483,, = ,03095, ,검은 위액, ( ? 개 ), + ,09453, ,강력 위약, ( ? 개 ), + ,15314, ,광산, ( ? 개 ), + ,15440, ,부식 에센스, ( ? 개 ), + ,12446, ,원초액, ( ? 개 ),,,,,
12105,18484,, = ,15525, ,서모너 디바이스, ( ? 개 ), + ,15504, ,흑혈석, ( ? 개 ), + ,15505, ,쉐도우 오닉스, ( ? 개 ), + ,12134, ,원념칩, ( ? 개 ), + ,03387, ,사악한 뼈다귀, ( ? 개 ),,,,,
12106,18485,블루 쏜 숄더, = ,15519, ,청극목, ( ? 개 ), + ,06245, ,맨들한 등껍질, ( ? 개 ), + ,06532, ,성형 접지파츠, ( ? 개 ), + ,12388, ,푸른 전갈독, ( ? 개 ), + ,15503, ,트라늄 괴, ( ? 개 ),,,,,
12107,18486,초마도 전도수정, = ,15438, ,질베릴괴, ( ? 개 ), + ,15523, ,마력수정 ic 칩, ( ? 개 ), + ,12479, ,스파크 젬스톤, ( ? 개 ), + ,09536, ,마나 스톤, ( ? 개 ), + ,12341, ,골드 크리스탈, ( ? 개 ),,,,,
12108,18487,티어 아이, = ,09372, ,티어 젬, ( ? 개 ), + ,09542, ,루틸, ( ? 개 ), + ,09536, ,마나 스톤, ( ? 개 ), + ,12473, ,투경석, ( ? 개 ), + ,15516, ,영염의 초롱이, ( ? 개 ),,,,,
12109,21181,, = ,15520, ,전력수, ( ? 개 ), + ,18482, ,12103번 레시피, ( ? 개 ), + ,18479, ,하이 스파크 젬스톤, ( ? 개 ), + ,18395, ,뇌철괴, ( 2 개 ), + ,18446, ,화석의 마법서, ( 1 개 ),,,,,
12110,24055,, = ,21077, ,프리즘 아이, ( ? 개 ), + ,21118, ,커다란 납빛 원석, ( ? 개 ), + ,21116, ,채굴, ( ? 개 ), + ,21085, ,3356번 레시피, ( ? 개 ), + ,21124, ,채집, ( ? 개 ),,,,,
12111,18519,미소녀 유혹술의 마법서, = ,12114, ,사랑의 에센스, ( ? 개 ), + ,09614, ,미소녀 신기루의 통, ( ? 개 ), + ,06568, ,캔트립 마술서, ( ? 개 ), + ,15524, ,파동발생기, ( ? 개 ), + ,15510, ,핑키 스피넬, ( ? 개 ),,,,,
12112,18520,미소년 유혹술의 마법서, = ,12114, ,사랑의 에센스, ( ? 개 ), + ,09615, ,미소년 신기루의 통, ( ? 개 ), + ,06568, ,캔트립 마술서, ( ? 개 ), + ,15524, ,파동발생기, ( ? 개 ), + ,15509, ,포레스트 말라카이트, ( ? 개 ),,,,,
12113,21202,, = ,18095, ,암룡장 다카 스테리트, ( ? 개 ), + ,15505, ,쉐도우 오닉스, ( ? 개 ), + ,18398, ,채광, ( ? 개 ), + ,15503, ,트라늄 괴, ( ? 개 ), + ,18405, ,증폭의 보석, ( ? 개 ),,,,,
12114,21199,광룡격퇴 루카 라블로비트, = ,15503, ,트라늄 괴, ( ? 개 ), + ,18094, ,광룡퇴 루카 블로비트, ( ? 개 ), + ,15508, ,브라이트 문스톤, ( ? 개 ), + ,18405, ,증폭의 보석, ( ? 개 ), + ,18402, ,무지개빛 수정, ( ? 개 ),,,,,
12115,18521,아로마 풀 플레이트 메일, = ,12549, ,풀 플레이트 매터리얼, ( ? 개 ), + ,09567, ,매끈한 고리, ( ? 개 ), + ,15590, ,플로랄 퍼퓸, ( ? 개 ), + ,15522, ,사포목재, ( ? 개 ), + ,12447, ,지저목, ( ? 개 ),,,,,
12116, [ 12561 ] ,실버 콰츠, = ,03460, ,콰츠, ( 4 개 ), + ,09395, ,은액, ( 1 개 ), + ,06513, ,오렌지 콰츠, ( 1 개 ), + ,06511, ,블랙 콰츠, ( 1 개 ), + ,06512, ,퍼플 콰츠, ( 1 개 ),,,,,
12117,18522,, = ,15582, ,"167번 레시피, 리치의로브 1단", ( 3 개 ), + ,12499, ,검은안개꽃, ( ? 개 ), + ,09306, ,굴 파우더, ( ? 개 ), + ,15352, ,황폐의 가루, ( ? 개 ), + ,12035, ,사자의 서(사본), ( ? 개 ),,,,,
12118,18523,홀리 보우, = ,09585, ,보우 매터리얼, ( ? 개 ), + ,06574, ,성스러운 화살, ( ? 개 ), + ,09539, ,백광암, ( ? 개 ), + ,12495, ,비룡의 뼈, ( ? 개 ), + ,15413, ,흰색 가지, ( ? 개 ),,,,,
12119,18524,그것은 그 지팡이, = ,09586, ,스태프 매터리얼, ( ? 개 ), + ,03208, ,그것의 그것, ( ? 개 ), + ,09211, ,그것의 그것의 그것, ( ? 개 ), + ,15060, ,그것의 그것의 그것의 그것, ( ? 개 ), + ,15449, ,다중변종 세포, ( ? 개 ),,,,,
12120,18525,, = ,06581, ,가죽옷 매터리얼, ( ? 개 ), + ,15289, ,애시드 드링커의 가죽, ( ? 개 ), + ,12498, ,산성과, ( ? 개 ), + ,09218, ,노란 뇌, ( ? 개 ), + ,15253, ,화려한 알록달록 가죽, ( ? 개 ),,,,,
12121,18526,신록의 가죽쟈켓, = ,06581, ,가죽옷 매터리얼, ( ? 개 ), + ,15410, ,신록수의 가죽, ( ? 개 ), + ,09292, ,늪 엑기스, ( ? 개 ), + ,12267, ,네이쳐 파우더, ( ? 개 ), + ,15253, ,화려한 알록달록 가죽, ( ? 개 ),,,,,
12122,18527,타임 워프의 주문서, = ,15453, ,타임스크롤, ( ? 개 ), + ,15460, ,과거의 파편, ( 2 개 ), + ,15461, ,현재의 파편, ( 2 개 ), + ,15462, ,미래의 파편, ( 2 개 ), + ,15464, ,패러독스 크리스탈, ( ? 개 ),,,,,
12123,21203,팅클 스타 버스트의 주문서, = ,18518, ,레싶 9359의 결과, ( ? 개 ), + ,15391, ,초혼안, ( ? 개 ), + ,12222, ,스페이스리움, ( ? 개 ), + ,15078, ,슈로딩의 박스, ( ? 개 ), + ,18496, ,스타 스트라이크의 마법서, ( ? 개 ),,,,,
12124,21204,, = ,18130, ,사령검 흑풍, ( ? 개 ), + ,12134, ,원념칩, ( ? 개 ), + ,12332, ,칠흑의 가루, ( ? 개 ), + ,21059, ,사령의 구슬, ( ? 개 ), + ,18148, ,어둠의 씨앗, ( ? 개 ),,,,,
12125,21200,, = ,18396, ,금철괴, ( ? 개 ), + ,15503, ,트라늄 괴, ( ? 개 ), + ,15507, ,샌드 시트린, ( ? 개 ), + ,18405, ,증폭의 보석, ( ? 개 ), + ,18090, ,지룡도 아카 프레이즈, ( ? 개 ),,,,,
12126,21198,, = ,15514, ,나이트 라피스라즐리, ( ? 개 ), + ,18091, ,수룡창 티카 스네피드, ( ? 개 ), + ,15503, ,트라늄 괴, ( ? 개 ), + ,18394, ,빙철괴, ( ? 개 ), + ,18405, ,증폭의 보석, ( ? 개 ),,,,,
12127,21197,, = ,15503, ,트라늄 괴, ( ? 개 ), + ,15513, ,버닝아이 파이로프, ( ? 개 ), + ,18092, ,화룡부 파카 아크네드, ( ? 개 ), + ,18393, ,염철괴, ( ? 개 ), + ,18405, ,증폭의 보석, ( ? 개 ),,,,,
12128,15602,, = ,12550, ,타워 실드 매터리얼, ( ? 개 ), + ,09375, ,에어 필터, ( ? 개 ), + ,09542, ,루틸, ( ? 개 ), + ,12323, ,고압축 크레이그 가스, ( ? 개 ), + ,00054, ,저주받은 스프링, ( ? 개 ),,,,,
12129,12562,불렌타인 21 년산, = ,09239, ,마그마데이 262, ( ? 개 ), + ,09543, ,알콜 젬, ( ? 개 ), + ,03464, ,오래된 구슬, ( ? 개 ), + ,12389, ,낙타흑즙, ( ? 개 ), + ,00278, ,수액, ( ? 개 ),,,,,
12130,21205,미스트레이치어, = ,09585, ,보우 매터리얼, ( ? 개 ), + ,18013, ,네이츄어 포스 애로우, ( ? 개 ), + ,18301, ,네이쳐스 가이드 크리스탈, ( ? 개 ), + ,18302, ,네이쳐스 래스 크리스탈, ( ? 개 ), + ,12267, ,네이쳐 파우더, ( ? 개 ),,,,,
12131, [ 15603 ] ,소울 앰프, = ,03463, ,소리나는 보석, ( 3 개 ), + ,06154, ,앰프, ( 2 개 ), + ,15229, ,기계 큐브, ( 1 개 ), + ,06089, ,트랜스폼 모듈, ( 1 개 ), + ,06275, ,소울 시드, ( 3 개 ),,,,,
12132, [ 12563 ] ,골드 콰츠, = ,03460, ,콰츠, ( 4 개 ), + ,09403, ,금액, ( 1 개 ), + ,06513, ,오렌지 콰츠, ( 2 개 ), + ,06511, ,블랙 콰츠, ( 1 개 ), + ,06512, ,퍼플 콰츠, ( 1 개 ),,,,,
12133,21206,, = ,18522, ,12117번, ( ? 개 ), + ,15213, ,타락한 수호자의 영혼, ( 1 개 ), + ,12508, ,검은 불꽃의 알, ( ? 개 ), + ,18226, ,대악마의 지식, ( ? 개 ), + ,18036, ,우울한 마음, ( ? 개 ),,,,,
12134,21199,, = ,18405, ,증폭의 보석, ( ? 개 ), + ,15512, ,미스틱 서펜타인, ( ? 개 ), + ,18093, ,풍룡궁 위카 페이베스, ( ? 개 ), + ,15503, ,트라늄 괴, ( ? 개 ), + ,18395, ,뇌철괴, ( 2 개 ),,,,,
12135,21196,, = ,15511, ,스카이 지르콘, ( ? 개 ), + ,18397, ,영철괴, ( ? 개 ), + ,15503, ,트라늄 괴, ( ? 개 ), + ,18088, ,천룡검 스카 드레이즈, ( ? 개 ), + ,18405, ,증폭의 보석, ( ? 개 ),,,,,
12136,21207,, = ,18111, ,에인션트 디스크, ( ? 개 ), + ,15089, ,메모리 메탈 오브, ( ? 개 ), + ,18513, ,미스틱 골드 파츠, ( ? 개 ), + ,15396, ,수수께끼의 기계부품, ( ? 개 ), + ,18336, ,에인션트 하트, ( ? 개 ),,,,,
12137,24056,호문크루스 페어리 : 니스, = ,18418, ,채집, ( ? 개 ), + ,21184, ,3448번 레시피, ( ? 개 ), + ,15639, ,소울 에센스, ( ? 개 ), + ,21020, ,호문크루스 페어리, ( ? 개 ), + ,21126, ,채집, ( ? 개 ),,,,,
12138,15604,, = ,09571, ,돌의 마법서, ( ? 개 ), + ,09350, ,로즈 쿼츠, ( ? 개 ), + ,09355, ,지르콘, ( ? 개 ), + ,09356, ,서펜타인, ( ? 개 ), + ,09353, ,말라카이트, ( ? 개 ),,,,,
12139,18529,, = ,18503, ,포톤 칼날, ( ? 개 ), + ,09541, ,테이롤의 푸른 수정, ( ? 개 ), + ,12207, ,IC회로, ( ? 개 ), + ,12255, ,금파이프, ( ? 개 ), + ,15587, ,미스틱 실버 파츠, ( 2 개 ),,,,,
12140,18528,, = ,15254, ,마그네틱 펄서, ( ? 개 ), + ,15256, ,쌍코뿔소뿔, ( ? 개 ), + ,15255, ,닌자하마 가죽, ( ? 개 ), + ,15258, ,우람한 소뿔, ( ? 개 ), + ,15253, ,화려한 알록달록 가죽, ( ? 개 ),,,,,
12141,24054,, = ,21206, ,12133번 레시피, ( ? 개 ), + ,21059, ,사령의 구슬, ( ? 개 ), + ,15477, ,언리얼리티 게이트, ( ? 개 ), + ,18113, ,고스트 실크, ( ? 개 ), + ,21122, ,채집, ( ? 개 ),,,,,
12142,18530,, = ,18504, ,럭셔리 에센스, ( ? 개 ), + ,12365, ,매터리얼 링, ( ? 개 ), + ,12423, ,녹색 금, ( ? 개 ), + ,15347, ,상아, ( ? 개 ), + ,09471, ,저질 상아, ( ? 개 ),,,,,
12143,18531,벚꽃무늬기모노, = ,06323, ,연두색 천, ( ? 개 ), + ,03357, ,분홍 꽃잎, ( ? 개 ), + ,12422, ,화령의 향수, ( ? 개 ), + ,03267, ,검은 천, ( ? 개 ), + ,15415, ,고대의 가위, ( ? 개 ),,,,,
12144,15606,꽃다발, = ,06518, ,민들레, ( ? 개 ), + ,09561, ,튤립, ( ? 개 ), + ,12499, ,검은안개꽃, ( ? 개 ), + ,15521, ,자국화, ( ? 개 ), + ,00280, ,개풀, ( ? 개 ),,,,,
12145,15605,영혼조종의 피리, = ,09575, ,영혼의 피리, ( ? 개 ), + ,12134, ,원념칩, ( ? 개 ), + ,15052, ,108번뇌의 경전, ( ? 개 ), + ,06550, ,갈대 피리, ( ? 개 ), + ,06244, ,정신고양제, ( ? 개 ),,,,,
12146,15607,, = ,06102, ,두꺼운 마법서, ( ? 개 ), + ,03264, ,토사물 덩어리, ( ? 개 ), + ,00201, ,토사물, ( ? 개 ), + ,12194, ,폐기물 엑기스, ( ? 개 ), + ,12323, ,고압축 크레이그 가스, ( ? 개 ),,,,,
12147,21208,폴락시스, = ,15588, ,타락의 화살, ( ? 개 ), + ,15213, ,타락한 수호자의 영혼, ( ? 개 ), + ,09588, ,폴른 크리스탈, ( ? 개 ), + ,15261, ,블랙 우드, ( ? 개 ), + ,18245, ,검은 상아, ( ? 개 ),,,,,
12148,24057,호문크루스 페어리 : 티아, = ,18416, ,, ( ? 개 ), + ,21020, ,호문크루스 페어리, ( ? 개 ), + ,15639, ,소울 에센스, ( ? 개 ), + ,21184, ,3448번 레시피, ( ? 개 ), + ,21124, ,채집, ( ? 개 ),,,,,
12149,18532,피어 본 아머, = ,12087, ,피어 본, ( ? 개 ), + ,06579, ,아머 매터리얼, ( ? 개 ), + ,09359, ,공포의 턱주가리, ( ? 개 ), + ,12200, ,악령의 눈, ( ? 개 ), + ,15117, ,분노의 마음, ( ? 개 ),,,,,
12150, [ 18533 ] ,빅장, = ,12080, ,화장 비전서, ( 4 개 ), + ,12082, ,뇌장 비전서, ( 4 개 ), + ,12081, ,빙장 비전서, ( 4 개 ), + ,12083, ,독장 비전서, ( 4 개 ), + ,15109, ,부스트 더스트, ( 2 개 ),,,,,
12151,12681,쎈쥐옷, = ,06035, ,센쥐의 가죽, ( ? 개 ), + ,03230, ,괴상한 천, ( ? 개 ), + ,03430, ,헤진 옷, ( ? 개 ), + ,09022, ,왕쎈쥐의 가죽, ( ? 개 ), + ,06617, ,인공생명체의 살점, ( ? 개 ),,,,,
12152,12682,혼합액, = ,03252, ,눈알액, ( ? 개 ), + ,06004, ,천사의알의 액, ( ? 개 ), + ,06482, ,저질 원초액, ( ? 개 ), + ,03361, ,생수, ( ? 개 ), + ,06171, ,전자렌지, ( ? 개 ),,,,,
12153,15718,채굴 나침반, = ,06284, ,나침반, ( ? 개 ), + ,09681, ,레코드 크리스탈, ( ? 개 ), + ,09539, ,백광암, ( ? 개 ), + ,06588, ,마장석, ( ? 개 ), + ,09670, ,흐물거리는 덩어리, ( ? 개 ),,,,,
12154,15720,발굴 나침반, = ,06284, ,나침반, ( ? 개 ), + ,09681, ,레코드 크리스탈, ( ? 개 ), + ,09566, ,요동치는 화석, ( ? 개 ), + ,06588, ,마장석, ( ? 개 ), + ,09671, ,찌릿거리는 흐물덩어리, ( ? 개 ),,,,,
12155,09718,안티 뮤턴트 드링크, = ,03258, ,돌연변이쥐의 이빨, ( ? 개 ), + ,03259, ,돌연변이 지네의 껍질, ( ? 개 ), + ,03448, ,돌연변이의 살조각, ( ? 개 ), + ,03363, ,총명탕, ( ? 개 ), + ,03431, ,녹색 엑토플라즘, ( ? 개 ),,,,,
12156, [ 15721 ],추악의 피조물, = ,09715, ,디케이 좀비, ( ? 개 ), + ,03535, ,죽음의 가루, ( ? 개 ), + ,12631, ,악의의 붕대, ( ? 개 ), + ,09666, ,추악한 정령의 정수, ( ? 개 ), + ,09588, ,폴른 크리스탈, ( ? 개 ),,,,,
12157,18366,패러독스 크리쳐, = ,15721, ,추악의 피조물, ( ? 개 ), + ,15446, ,뒤틀린 자의 팔, ( ? 개 ), + ,15447, ,반전 된 자의 머리, ( ? 개 ), + ,15448, ,존재할수 없는 자의 다리, ( ? 개 ), + ,15464, ,패러독스 크리스탈, ( ? 개 ),,,,,
12158,24060,, = ,21032, ,아이시 일루젼의 주문서, ( ? 개 ), + ,21240, ,9386번 레시피, ( ? 개 ), + ,21121, ,극광 연꽃, ( ? 개 ), + ,18336, ,에인션트 하트, ( ? 개 ), + ,18230, ,신성룬의 서, ( ? 개 ),,,,,
12159,18369,, = ,15613, ,공형의 병법서, ( ? 개 ), + ,12263, ,인의 두루마리, ( ? 개 ), + ,12644, ,크로니클 크리스탈, ( ? 개 ), + ,15115, ,냉정한 마음, ( ? 개 ), + ,12189, ,초고급 붓, ( ? 개 ),,,,,
12160,18367,플레이자드 하푼, = ,15022, ,블리자드 하푼, ( ? 개 ), + ,15098, ,헬파이어 하푼, ( ? 개 ), + ,12367, ,빙염의 결정, ( ? 개 ), + ,15650, ,루비 아이, ( ? 개 ), + ,15651, ,사파이어 아이, ( ? 개 ),,,,,
12161,21248,, = ,18574, ,섬검 플라페이서, ( ? 개 ), + ,18575, ,광검 아인체이서, ( ? 개 ), + ,15299, ,고분자 칼날, ( ? 개 ), + ,15662, ,리페어 스톤, ( ? 개 ), + ,18150, ,마그네틱 툴즈, ( ? 개 ),,,,,
12162,18368,타임 페어리 헤드머신, = ,15451, ,타임 페어리의 머리, ( ? 개 ), + ,15492, ,오메가 도로셀, ( ? 개 ), + ,12454, ,시류의 가루, ( ? 개 ), + ,12455, ,뒤틀린 시류의 가루, ( ? 개 ), + ,09676, ,매직링크 싱글 케이블, ( ? 개 ),,,,,
12163,21249,, = ,18596, ,화정석, ( ? 개 ), + ,18597, ,수정석, ( ? 개 ), + ,18598, ,풍정석, ( ? 개 ), + ,18599, ,지정석, ( ? 개 ), + ,18601, ,트랭퀼 아이, ( ? 개 ),,,,,
12164,15722,, = ,12592, ,그림자의 아이들 인장, ( ? 개 ), + ,12198, ,그림자 손, ( ? 개 ), + ,09276, ,쉐도우 스톤, ( ? 개 ), + ,09678, ,어둠의 가루, ( ? 개 ), + ,06277, ,2 inch 피규어, ( ? 개 ),,,,,
12165,15723,투명화 망토, = ,06618, ,투명한 피부, ( ? 개 ), + ,09085, ,투명한 피, ( ? 개 ), + ,09644, ,눈속임의 로브, ( ? 개 ), + ,09099, ,투명 개미 더듬이, ( ? 개 ), + ,06105, ,XT 필드 발생기, ( ? 개 ),,,,,
12166,15724,, = ,06606, ,월광초 씨앗, ( ? 개 ), + ,09701, ,풍요의 토양, ( ? 개 ), + ,06234, ,달의 결정, ( ? 개 ), + ,09663, ,온화한 정령의 정수, ( ? 개 ), + ,12446, ,원초액, ( ? 개 ),,,,,
12167,09717,오방기통, = ,03504, ,레드 플래그 , ( ? 개 ), + ,03505, ,그린 플래그, ( ? 개 ), + ,03506, ,블루 플래그, ( ? 개 ), + ,03507, ,옐로우 플래그, ( ? 개 ), + ,03508, ,퍼플 플래그, ( ? 개 ),,,,,
12168,15725,, = ,09670, ,흐물거리는 덩어리, ( ? 개 ), + ,09612, ,프로폴리사늄 괴, ( ? 개 ), + ,06591, ,푸른 얼음, ( ? 개 ), + ,09647, ,고동치는 구슬, ( ? 개 ), + ,12632, ,고요 에센스, ( ? 개 ),,,,,
12169,15717,채광 나침반, = ,06284, ,나침반, ( ? 개 ), + ,09681, ,레코드 크리스탈, ( ? 개 ), + ,09545, ,진흙 에센스, ( ? 개 ), + ,06588, ,마장석, ( ? 개 ), + ,09669, ,불타는 흐물덩어리, ( ? 개 ),,,,,
12170,15719,채집 나침반, = ,06284, ,나침반, ( ? 개 ), + ,09681, ,레코드 크리스탈, ( ? 개 ), + ,09565, ,뒤틀린 석재, ( ? 개 ), + ,06588, ,마장석, ( ? 개 ), + ,09672, ,굳어가는 흐물덩어리, ( ? 개 ),,,,,
12171,21250,, = ,12537, ,백동괴, ( ? 개 ), + ,15342, ,퓨어 페어리 파우더, ( ? 개 ), + ,18546, ,라니스의 빛, ( ? 개 ), + ,21120, ,채굴, ( ? 개 ), + ,18613, ,영령검 백풍, ( ? 개 ),,,,,
12172,18383,셀레스티 윙 가디언, = ,15612, ,성자의 고문서, ( ? 개 ), + ,15470, ,정신암, ( 2 개 ), + ,15710, ,셀레스티 체인메일, ( ? 개 ), + ,12433, ,빛나는 엑토플라즘, ( ? 개 ), + ,15473, ,광채의 근원, ( ? 개 ),,,,,
12173,24060,, = ,21127, ,채집, ( ? 개 ), + ,21243, ,9399번 레시피, ( ? 개 ), + ,21231, ,퓨어 엔젤 하트, ( ? 개 ), + ,21116, ,채굴, ( ? 개 ), + ,18068, ,스타 티어 다이아몬드, ( ? 개 ),,,,,
12174,12645,플레인 키, = ,03380, ,동열쇠, ( ? 개 ), + ,03381, ,은열쇠, ( ? 개 ), + ,06389, ,금 열쇠, ( ? 개 ), + ,09410, ,백금 열쇠, ( ? 개 ), + ,12605, ,플레인 링커, ( ? 개 ),,,,,
12175,18384,, = ,12360, ,흉포한 이빨, ( ? 개 ), + ,15635, ,대용아, ( ? 개 ), + ,12452, ,왜곡된 의복, ( ? 개 ), + ,15644, ,용귀각, ( ? 개 ), + ,12451, ,드래곤 스킨, ( ? 개 ),,,,,
12176,12680,개가죽 점퍼, = ,03516, ,개가죽, ( ? 개 ), + ,06612, ,흐릿한 개털, ( ? 개 ), + ,03242, ,가위, ( ? 개 ), + ,03414, ,붉은 개털, ( ? 개 ), + ,09516, ,거친 가죽, ( ? 개 ),,,,,
12177,18632,중재자의 로브, = ,12637, ,진정의 가죽, ( ? 개 ), + ,15682, ,특급 명주실, ( ? 개 ), + ,12633, ,정적 에센스, ( ? 개 ), + ,12453, ,아름다운 무늬의 가죽, ( ? 개 ), + ,15665, ,수호자의 영혼, ( ? 개 ),,,,,
12178,24061,, = ,21060, ,"원죄치천사 ""알테누시펠"" 레어", ( ? 개 ), + ,21246, ,9417번 레시피, ( ? 개 ), + ,21103, ,어비스 아이, ( ? 개 ), + ,21217, ,인과의 업보 엠블렘, ( ? 개 ), + ,21125, ,채집, ( ? 개 ),,,,,
12179,18633,, = ,15353, ,볼텍스 코어, ( ? 개 ), + ,15157, ,룬의 마법서, ( ? 개 ), + ,15642, ,글리프 오브 스톰, ( ? 개 ), + ,15669, ,휘몰아치는 정수, ( ? 개 ), + ,15658, ,파멸 에센스, ( ? 개 ),,,,,
12180,24062,, = ,21042, ,다클리스트, ( ? 개 ), + ,21241, ,9387번 레시피, ( ? 개 ), + ,21122, ,채집, ( ? 개 ), + ,18336, ,에인션트 하트, ( ? 개 ), + ,18603, ,죽은 정령의 집합체 레어, ( 2 개 ),,,,,
12181,18684,, = ,12553,,하이 아머 매터리얼, ( ? 개 ), + ,15766,,흑철피, ( ? 개 ), + ,15746,,압축 암석 비늘, ( ? 개 ), + ,12717,,더 젬 오브 젬, ( ? 개 ), + ,09739,,흡마석, ( ? 개 ),,,,,
12182,21271,, = ,18651,,스마일 오브, ( ? 개 ), + ,15730,,에너지 데몬 레어, ( ? 개 ), + ,12627,,정신액, ( ? 개 ), + ,18083,,라이프 코어, ( ? 개 ), + ,15444,,프라이멀 엑토플라즘, ( ? 개 ),,,,,
12183,21272,, = ,18660,,9426번 레시피, ( ? 개 ), + ,18417,,, ( ? 개 ), + ,18418,,채집, ( ? 개 ), + ,18648,,영지의 마법서, ( ? 개 ), + ,15293,,아이스 엘레멘트 시드, ( ? 개 ),,,,,
12184,21273,, = ,18638,,, ( ? 개 ), + ,18650,,디멘션 코일, ( ? 개 ), + ,15637,,차원 에센스, ( ? 개 ), + ,15653,,이차원의 결정, ( ? 개 ), + ,18312,,핀포인트 드라이버, ( ? 개 ),,,,,
12185,18685,, = ,15737,,, ( ? 개 ), + ,15653,,이차원의 결정, ( ? 개 ), + ,15637,,차원 에센스, ( ? 개 ), + ,12607,,정기의 결정체, ( ? 개 ), + ,12708,,투마의 거울, ( ? 개 ),,,,,
12186,15804,, = ,12712,,악령의 고서, ( ? 개 ), + ,09256,,저주 인형, ( ? 개 ), + ,09253,,리빙 페이퍼 돌, ( ? 개 ), + ,09575,,영혼의 피리, ( ? 개 ), + ,09660,,저주의 식칼, ( ? 개 ),,,,,
12187,,, = ,21164,,합성, ( ? 개 ), + ,21065,,엠페러 애너힐레이터 레어, ( ? 개 ), + ,21160,,일반, ( ? 개 ), + ,18635,,, ( ? 개 ), + ,18230,,신성룬의 서, ( ? 개 ),,,,,
12188,18686,, = ,15796,,9440번 레시피, ( ? 개 ), + ,12222,,스페이스리움, ( ? 개 ), + ,15631,,푸른 태양의 돌, ( ? 개 ), + ,15632,,피빛 달의 보석, ( ? 개 ), + ,15633,,보라색 별의 수정, ( ? 개 ),,,,,
12189,15805,, = ,12716,,정령의 상, ( ? 개 ), + ,12636,,정령력의 덩어리, ( ? 개 ), + ,09463,,페어리 파우더, ( ? 개 ), + ,06525,,마법회로 석판, ( ? 개 ), + ,00285,,별나사, ( ? 개 ),,,,,
12190,24067,, = ,21257,,3512번 레시피, ( ? 개 ), + ,21261,,6567번 레시피, ( ? 개 ), + ,21110,,채광, ( ? 개 ), + ,21211,,15065번 레시피, ( ? 개 ), + ,21256,,인 · 바르 : 신의 손가락, ( ? 개 ),,,,,
12191,15806,, = ,06676,,사령의 뼈, ( ? 개 ), + ,06677,,커럽션 스톤, ( ? 개 ), + ,06484,,검은 피, ( ? 개 ), + ,12217,,사령의 서, ( ? 개 ), + ,09678,,어둠의 가루, ( ? 개 ),,,,,
12192,21274,, = ,21002,,클론 옆집 여동생, ( ? 개 ), + ,12264,,그녀의 새침, ( ? 개 ), + ,15765,,숨겨진 마음, ( ? 개 ), + ,18615,,3495번 레시피, ( ? 개 ), + ,18656,,6548번 레시피, ( ? 개 ),,,,,
12193,21275,, = ,18615,,3495번 레시피, ( ? 개 ), + ,15654,,안식 에센스, ( ? 개 ), + ,21002,,클론 옆집 여동생, ( ? 개 ), + ,12262,,그녀의 미소, ( ? 개 ), + ,18656,,6548번 레시피, ( ? 개 ),,,,,
12194,21276,, = ,21002,,클론 옆집 여동생, ( ? 개 ), + ,15431,,그녀의 썩소, ( ? 개 ), + ,18615,,3495번 레시피, ( ? 개 ), + ,15434,,6334번 레시피, ( ? 개 ), + ,18656,,6548번 레시피, ( ? 개 ),,,,,
12195,21277,, = ,18667,,9448번 레시피, ( ? 개 ), + ,18483,,12104번 레시피, ( ? 개 ), + ,18321,,12080번 레시피, ( ? 개 ), + ,18311,,크로듐 테이프, ( ? 개 ), + ,18247,,데솔레이트 젬, ( ? 개 ),,,,,
